Name,team,salary,position,years,height,weight,bloodType,throw.by,batting.by,birth.place,birth.day,背番号,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,防御率,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS
吉田　嵩,Dragons,300,投手,3,185,86,A型,右,右,長崎,1996-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大藏　彰人,Dragons,300,投手,1,190,88,B型,右,右,愛知,1994-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
西濵　幹紘,Dragons,300,投手,3,174,84,A型,右,右,三重,1993-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
石田　健人マルク,Dragons,300,投手,1,184,83,O型,右,右,愛知,1995-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ａ．マルティネス,Dragons,1e3,捕手,1,190,95,不明,右,右,キューバ,1996-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ｒ．マルティネス,Dragons,1e3,投手,2,193,93,不明,右,左,キューバ,1996-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
渡辺　勝,Dragons,300,外野手,3,172,80,A型,右,左,神奈川,1993-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
福　敬登,Dragons,1e3,投手,3,180,88,O型,左,左,兵庫,1992-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
比屋根　渉,Swallows,1500,外野手,7,180,70,O型,右,右,沖縄,1987-06-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山田　哲人,Swallows,28e3,内野手,8,180,76,O型,右,右,兵庫,1992-07-16,1,0.298,78,355,295,88,18,41,17,59,1,67,0,1,0.417,0.549,0.966,9.23,8.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大引　啓次,Swallows,6e3,内野手,12,178,84,A型,右,右,大阪,1984-06-29,2,0.356,24,67,59,21,1,5,0,6,0,12,2,2,0.415,0.441,0.856,6.25,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
西浦　直亨,Swallows,1700,内野手,5,178,75,B型,右,右,奈良,1991-04-11,3,0.259,75,288,247,64,6,33,1,20,5,44,15,4,0.326,0.397,0.723,4.34,4.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
バレンティン,Swallows,33300,外野手,8,185,100,不明,右,右,アンティル,1984-07-02,4,0.26,79,337,285,74,21,70,0,51,0,67,0,10,0.371,0.516,0.887,6.37,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
川端　慎吾,Swallows,14e3,内野手,13,185,86,O型,右,左,大阪,1987-10-16,5,0.256,60,207,180,46,1,12,0,23,2,24,1,6,0.345,0.289,0.634,3.56,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
武内　晋一,Swallows,1700,内野手,13,175,90,O型,左,左,兵庫,1983-12-10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
塩見　泰隆,Swallows,1e3,外野手,1,179,76,B型,右,右,神奈川,1993-06-12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
荒木　貴裕,Swallows,2300,内野手,9,180,84,AB型,右,右,富山,1987-07-26,10,0.22,58,103,82,18,3,20,3,12,4,26,3,2,0.34,0.366,0.706,4.49,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
由規,Swallows,1800,投手,11,179,80,A型,右,左,宮城,1989-12-05,11,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.46,1,2,0,0,0.333,155,34.1,34,4,20,1,37,17,17,1.57,4.31
石山　泰稚,Swallows,4800,投手,6,182,75,A型,右,右,秋田,1988-09-01,12,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43,2,0,13,6,1,148,37.2,28,1,9,1,31,7,6,0.98,2.54
中尾　輝,Swallows,720,投手,2,180,83,B型,左,左,愛知,1994-09-14,13,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,7,3,0,9,0.7,176,40,35,4,22,1,43,16,16,1.43,3.7
秋吉　亮,Swallows,8500,投手,5,182,73,A型,右,右,東京,1989-03-21,14,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.37,1,2,0,6,0.333,100,22.2,25,3,6,2,16,13,11,1.37,4.09
大下　佑馬,Swallows,1200,投手,1,179,83,O型,右,左,広島,1992-07-06,15,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.11,0,1,0,0,0,49,12.1,11,3,1,0,17,7,7,0.97,3.77
原　樹理,Swallows,2900,投手,3,180,79,A型,右,右,兵庫,1993-07-19,16,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1,6,0,1,0.143,242,54,58,2,21,1,45,37,27,1.46,3.16
成瀬　善久,Swallows,2e3,投手,15,180,87,AB型,左,左,栃木,1985-10-13,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
寺島　成輝,Swallows,1100,投手,2,183,90,O型,左,左,大阪,1998-07-30,18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0,1,0,0,0,13,2,4,1,4,0,2,6,6,4,13.62
石川　雅規,Swallows,12e3,投手,17,167,73,A型,左,左,秋田,1980-01-22,19,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82,4,3,0,0,0.571,270,61.2,65,11,24,2,43,39,33,1.44,5.31
山本　哲哉,Swallows,2500,投手,9,179,77,A型,右,右,和歌山,1985-09-04,20,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91,0,0,0,0,0,18,3.2,5,1,1,0,0,2,2,1.64,7.48
松岡　健一,Swallows,3600,投手,14,181,85,AB型,右,右,熊本,1982-06-07,21,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.14,1,0,0,0,1,70,14,15,1,9,2,13,11,8,1.71,4.55
蔵本　治孝,Swallows,800,投手,1,185,95,B型,右,右,兵庫,1995-05-16,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
青木　宣親,Swallows,33e3,外野手,9,175,80,A型,右,左,宮崎,1982-01-05,23,0.31,72,317,271,84,6,40,1,31,13,26,0,6,0.404,0.454,0.858,7.04,6.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
星　知弥,Swallows,2200,投手,2,183,78,O型,右,右,栃木,1994-04-15,24,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,0,0,0,0,0,26,4,8,2,6,0,6,6,6,3.5,11.12
館山　昌平,Swallows,9800,投手,16,181,98,O型,右,右,神奈川,1981-03-17,25,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.43,0,3,0,0,0,66,14,21,2,4,1,9,13,10,1.79,4.76
久古　健太郎,Swallows,2e3,投手,8,181,82,A型,左,左,東京,1986-05-16,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ブキャナン,Swallows,13875,投手,2,191,90,不明,右,右,アメリカ,1989-05-11,28,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12,7,6,0,0,0.538,473,112.1,103,10,37,9,66,43,39,1.25,4.28
小川　泰弘,Swallows,9e3,投手,6,171,80,A型,右,右,愛知,1990-05-16,29,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44,4,3,0,0,0.571,214,51.2,51,3,13,1,41,15,14,1.24,3.04
西田　明央,Swallows,1560,捕手,8,178,83,AB型,右,右,京都,1992-04-28,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山崎　晃大朗,Swallows,1300,外野手,3,173,68,O型,左,左,和歌山,1993-08-11,31,0.184,23,47,38,7,0,0,1,6,0,12,3,1,0.295,0.237,0.532,1.95,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
松本　直樹,Swallows,900,捕手,1,177,82,A型,右,右,香川,1993-10-17,32,0,6,5,5,0,0,0,0,0,0,2,0,0,0,0,0,-2.79,-2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
畠山　和洋,Swallows,11e3,内野手,18,180,96,O型,右,右,岩手,1982-09-13,33,0.253,40,96,79,20,4,18,0,17,0,15,0,3,0.385,0.443,0.828,5.95,5.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山田　大樹,Swallows,1400,投手,12,189,99,B型,左,左,茨城,1988-07-30,34,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.88,0,1,0,0,0,33,5.2,10,2,4,1,3,11,10,2.47,9.3
菊沢　竜佑,Swallows,620,投手,2,183,85,A型,右,右,秋田,1988-05-16,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
廣岡　大志,Swallows,700,内野手,3,183,81,O型,右,右,大阪,1997-04-09,36,0.214,29,93,84,18,1,9,0,4,0,27,4,2,0.247,0.298,0.545,2.02,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
カラシティー,Swallows,7840,投手,1,191,92,不明,右,右,アメリカ,1991-07-23,37,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23,5,0,3,1,1,164,40.1,28,0,17,0,28,13,10,1.12,3
梅野　雄吾,Swallows,650,投手,2,175,84,A型,右,右,佐賀,1999-01-13,38,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.43,0,1,0,0,0,21,2.1,7,2,6,1,3,11,11,5.57,20.69
宮本　丈,Swallows,800,内野手,1,182,78,B型,右,左,大阪,1995-04-03,39,0,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,-4.8,-4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
アルメンゴ,Swallows,7280,投手,3,183,88,B型,左,左,ドミニカ共和国,1986-12-08,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
雄平,Swallows,6e3,外野手,16,174,83,A型,左,左,神奈川,1984-06-25,41,0.3,63,235,217,65,3,28,3,15,1,31,0,6,0.345,0.392,0.736,4.81,4.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
坂口　智隆,Swallows,1e4,外野手,16,181,82,O型,右,左,兵庫,1984-07-07,42,0.324,77,312,262,85,2,20,6,44,2,31,3,10,0.424,0.416,0.84,6.29,5.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
村中　恭兵,Swallows,2800,投手,13,188,88,B型,左,左,神奈川,1987-10-25,43,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5,0,0,0,0,0,16,2,4,1,5,1,3,7,7,4.5,15.62
岩橋　慶侍,Swallows,1e3,投手,5,185,84,AB型,左,左,京都,1991-04-23,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ハフ,Swallows,14700,投手,1,185,95,不明,左,両,アメリカ,1984-08-22,45,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05,1,6,0,0,0.143,306,71.1,75,10,18,4,58,42,40,1.3,4.2
谷内　亮太,Swallows,1050,内野手,6,177,79,B型,右,右,石川,1991-02-03,46,0.188,14,16,16,3,0,2,0,0,0,2,0,0,0.188,0.25,0.438,1.11,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
高橋　奎二,Swallows,580,投手,3,178,73,O型,左,左,京都,1997-05-14,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
金久保　優斗,Swallows,500,投手,1,183,74,O型,右,左,千葉,1999-11-04,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
渡邉　大樹,Swallows,550,内野手,3,182,87,O型,右,右,千葉,1997-06-07,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
上田　剛史,Swallows,2300,外野手,12,180,73,B型,右,左,岡山,1988-10-02,50,0.216,53,45,37,8,0,1,2,3,1,2,4,1,0.293,0.297,0.59,2.93,2.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
藤井　亮太,Swallows,1600,内野手,5,176,73,A型,右,左,兵庫,1988-09-30,51,0.293,26,48,41,12,0,3,0,4,1,10,2,0,0.37,0.341,0.711,3.71,3.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
中村　悠平,Swallows,5400,捕手,10,176,83,A型,右,右,福井,1990-06-17,52,0.192,74,258,219,42,2,18,2,21,2,24,14,5,0.266,0.256,0.522,2.04,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
沼田　拓巳,Swallows,600,投手,1,184,87,B型,右,右,愛知,1994-03-04,53,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0,5,1,2,0,0,0,1,1,1,2,1.12
中澤　雅人,Swallows,1750,投手,9,179,80,AB型,左,左,富山,1985-02-16,54,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.13,0,0,0,3,0,74,17.2,18,3,3,0,15,14,14,1.19,4.14
村上　宗隆,Swallows,720,内野手,1,188,97,O型,右,左,熊本,2000-02-02,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
奥村　展征,Swallows,950,内野手,5,178,76,O型,右,左,滋賀,1995-05-26,56,0.261,18,27,23,6,0,3,0,2,0,5,1,0,0.308,0.261,0.569,3.12,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
古賀　優大,Swallows,530,捕手,2,177,74,B型,右,右,福岡,1998-08-07,57,0.077,7,15,13,1,0,1,0,1,0,2,1,1,0.143,0.077,0.22,-1.34,-1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
屋宜　照悟,Swallows,750,投手,6,178,84,A型,右,左,沖縄,1989-03-29,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大村　孟,Swallows,280,捕手,2,169,78,AB型,右,左,福岡,1991-12-21,59,0.167,7,8,6,1,0,0,0,2,0,4,0,0,0.375,0.333,0.708,5.08,4.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
三輪　正義,Swallows,1500,内野手,11,168,70,A型,右,左,山口,1984-01-23,60,0.154,13,17,13,2,0,1,0,2,0,3,2,0,0.267,0.154,0.421,1.36,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
田川　賢吾,Swallows,400,投手,6,189,79,O型,右,左,大阪,1994-05-22,62,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,4,1,0,0,1,0,1,0,0,1,4.12
井野　卓,Swallows,900,捕手,13,178,83,B型,右,右,群馬,1983-11-23,63,0.154,14,14,13,2,0,1,0,1,0,6,0,0,0.214,0.154,0.368,0.5,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
風張　蓮,Swallows,900,投手,4,182,88,AB型,右,右,岩手,1993-02-26,64,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.14,1,2,0,1,0.333,150,35,34,9,12,1,35,22,20,1.31,5.58
田代　将太郎,Swallows,600,外野手,7,178,74,A型,左,左,北海道,1989-12-13,65,0.308,54,29,26,8,1,2,3,2,0,7,1,0,0.357,0.423,0.78,4.26,4.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大松　尚逸,Swallows,1e3,内野手,14,184,93,B型,左,左,石川,1982-06-16,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
平井　諒,Swallows,1075,投手,9,184,78,O型,右,右,和歌山,1991-04-23,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山中　浩史,Swallows,3200,投手,6,175,82,O型,右,右,熊本,1985-09-09,68,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,0,0,0,1,0,107,23.1,30,2,7,2,13,14,14,1.59,4.15
山川　晃司,Swallows,580,捕手,4,184,87,A型,右,右,福岡,1996-11-15,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
近藤　一樹,Swallows,2400,投手,17,183,80,A型,右,右,神奈川,1983-07-08,70,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,1,3,1,18,0.25,175,40.1,32,3,21,1,41,19,13,1.31,3.54
鵜久森　淳志,Swallows,1150,外野手,14,189,85,O型,右,右,愛媛,1987-02-01,91,0.294,19,20,17,5,0,3,0,1,0,5,0,1,0.3,0.353,0.653,3.2,4.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
古野　正人,Swallows,900,投手,7,178,80,A型,右,右,兵庫,1986-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ジュリアス,Swallows,400,投手,3,183,76,B型,左,左,沖縄,1997-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
髙田　知季,Softbank,2200,内野手,6,175,67,O型,右,左,兵庫,1990-05-06,0,0.165,56,90,79,13,2,7,2,6,1,25,4,2,0.233,0.291,0.524,1.85,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
川瀬　晃,Softbank,480,内野手,3,175,61,B型,右,左,大分,1997-09-15,00,0.188,13,36,32,6,0,2,1,2,0,9,2,2,0.235,0.219,0.454,0.86,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
内川　聖一,Softbank,4e4,内野手,18,185,93,B型,右,右,大分,1982-08-04,1,0.234,52,214,201,47,8,23,0,8,3,21,0,4,0.271,0.388,0.659,3.47,3.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
今宮　健太,Softbank,22e3,内野手,9,172,75,O型,右,右,大分,1991-07-15,2,0.22,57,226,200,44,3,14,3,13,1,40,12,2,0.271,0.295,0.566,2.42,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
松田　宣浩,Softbank,4e4,内野手,13,180,87,B型,右,右,滋賀,1983-05-17,3,0.238,79,315,282,67,17,40,2,28,3,66,0,6,0.311,0.472,0.783,4.95,5.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
川島　慶三,Softbank,7e3,内野手,13,171,73,A型,右,右,長崎,1983-10-05,4,0.259,56,124,116,30,2,10,1,7,0,20,0,2,0.298,0.345,0.643,3.61,3.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
吉村　裕基,Softbank,4e3,外野手,16,183,88,B型,右,右,福岡,1984-06-14,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
中村　晃,Softbank,16e3,外野手,11,176,84,O型,左,左,埼玉,1989-11-05,7,0.273,72,306,267,73,8,26,0,31,2,39,3,1,0.35,0.431,0.781,5.73,5.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
明石　健志,Softbank,1e4,内野手,15,175,67,B型,右,左,北海道,1986-01-09,8,0.174,11,27,23,4,0,1,0,3,1,5,0,0,0.296,0.174,0.47,2.03,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
柳田　悠岐,Softbank,4e4,外野手,8,188,92,AB型,右,左,広島,1988-10-09,9,0.345,79,340,304,105,22,61,16,31,1,68,0,2,0.403,0.645,1.048,10.13,9.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
中田　賢一,Softbank,8500,投手,14,181,85,O型,右,右,福岡,1982-05-11,11,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32,4,3,0,0,0.571,328,75,65,10,43,3,65,37,36,1.44,4.96
髙谷　裕亮,Softbank,3400,捕手,12,179,86,O型,右,左,栃木,1981-11-13,12,0.121,34,36,33,4,1,2,0,1,1,8,1,0,0.171,0.242,0.414,0.82,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
二保　旭,Softbank,1700,投手,10,181,76,B型,右,右,福岡,1990-05-18,13,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.03,0,0,1,3,0,103,22.1,24,2,9,5,15,11,10,1.48,4.69
加治屋　蓮,Softbank,1e3,投手,5,184,85,B型,右,右,宮崎,1991-11-25,14,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68,2,0,0,15,1,159,37,37,1,15,2,30,11,11,1.41,2.9
東浜　巨,Softbank,9e3,投手,6,182,76,A型,右,右,沖縄,1990-06-20,16,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.88,1,5,0,0,0.167,222,51.2,49,11,18,2,46,29,28,1.3,5.27
岩嵜　翔,Softbank,13e3,投手,11,189,83,O型,右,右,千葉,1989-10-21,17,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,5,2,0,0,0,0,2,0,0,0,1.12
武田　翔太,Softbank,9e3,投手,7,185,86,B型,右,右,宮崎,1993-04-03,18,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.96,2,7,0,0,0.222,328,78,80,9,22,0,60,48,43,1.31,3.93
